lesson_id,lesson_version,event_type,event_date,anchor_gold_date,alignment_method,gold_close_at_event,interest_rate_value,previous_interest_rate_value,interest_rate_change,interest_rate_trend,gold_close_t_plus_1d,gold_return_1d_pct,gold_direction_1d,gold_close_t_plus_5d,gold_return_5d_pct,gold_direction_5d,gold_close_t_plus_20d,gold_return_20d_pct,gold_direction_20d,primary_horizon_days,lesson_text
INTEREST_RATE_GOLD_2020-10-01,interest_rate_gold_v1,INTEREST_RATE,2020-10-01,2020-10-01,first_gold_session_on_or_after_event_date,1908.400024,0.09,0.09,0.0,rate_hold,1900.199951,-0.429683,DOWN,1888.599976,-1.037521,DOWN,1865.599976,-2.242719,DOWN,20,"After rates moved to 0.09% (rate_hold) on 2020-10-01, gold moved -2.242719% over 20 trading days (DOWN)."
INTEREST_RATE_GOLD_2020-11-01,interest_rate_gold_v1,INTEREST_RATE,2020-11-01,2020-11-02,first_gold_session_on_or_after_event_date,1890.400024,0.09,0.09,0.0,rate_hold,1908.5,0.957468,UP,1853.199951,-1.967841,DOWN,1814.099976,-4.036185,DOWN,20,"After rates moved to 0.09% (rate_hold) on 2020-11-01, gold moved -4.036185% over 20 trading days (DOWN)."
INTEREST_RATE_GOLD_2020-12-01,interest_rate_gold_v1,INTEREST_RATE,2020-12-01,2020-12-01,first_gold_session_on_or_after_event_date,1814.099976,0.09,0.09,0.0,rate_hold,1825.699951,0.639434,UP,1870.800049,3.125521,UP,1891.0,4.239018,UP,20,"After rates moved to 0.09% (rate_hold) on 2020-12-01, gold moved 4.239018% over 20 trading days (UP)."
INTEREST_RATE_GOLD_2021-01-01,interest_rate_gold_v1,INTEREST_RATE,2021-01-01,2021-01-04,first_gold_session_on_or_after_event_date,1944.699951,0.09,0.09,0.0,rate_hold,1952.699951,0.411375,UP,1849.599976,-4.890213,DOWN,1830.5,-5.872369,DOWN,20,"After rates moved to 0.09% (rate_hold) on 2021-01-01, gold moved -5.872369% over 20 trading days (DOWN)."
INTEREST_RATE_GOLD_2021-02-01,interest_rate_gold_v1,INTEREST_RATE,2021-02-01,2021-02-01,first_gold_session_on_or_after_event_date,1860.800049,0.08,0.09,-0.01,rate_cut,1830.5,-1.628334,DOWN,1831.900024,-1.553097,DOWN,1733.099976,-6.862643,DOWN,20,"After rates moved to 0.08% (rate_cut) on 2021-02-01, gold moved -6.862643% over 20 trading days (DOWN)."
INTEREST_RATE_GOLD_2021-03-01,interest_rate_gold_v1,INTEREST_RATE,2021-03-01,2021-03-01,first_gold_session_on_or_after_event_date,1722.5,0.07,0.08,-0.01,rate_cut,1733.099976,0.615383,UP,1677.699951,-2.600874,DOWN,1712.099976,-0.603775,DOWN,5,"After rates moved to 0.07% (rate_cut) on 2021-03-01, gold moved -2.600874% over 5 trading days (DOWN)."
INTEREST_RATE_GOLD_2021-04-01,interest_rate_gold_v1,INTEREST_RATE,2021-04-01,2021-04-01,first_gold_session_on_or_after_event_date,1726.5,0.07,0.07,0.0,rate_hold,1727.0,0.02896,FLAT,1743.300049,0.97307,UP,1767.300049,2.363165,UP,20,"After rates moved to 0.07% (rate_hold) on 2021-04-01, gold moved 2.363165% over 20 trading days (UP)."
INTEREST_RATE_GOLD_2021-05-01,interest_rate_gold_v1,INTEREST_RATE,2021-05-01,2021-05-03,first_gold_session_on_or_after_event_date,1791.400024,0.06,0.07,-0.01,rate_cut,1775.800049,-0.870826,DOWN,1837.5,2.573405,UP,1902.900024,6.224182,UP,20,"After rates moved to 0.06% (rate_cut) on 2021-05-01, gold moved 6.224182% over 20 trading days (UP)."
INTEREST_RATE_GOLD_2021-06-01,interest_rate_gold_v1,INTEREST_RATE,2021-06-01,2021-06-01,first_gold_session_on_or_after_event_date,1902.900024,0.08,0.06,0.02,rate_hike,1907.5,0.241735,UP,1892.199951,-0.562303,DOWN,1762.800049,-7.362445,DOWN,20,"After rates moved to 0.08% (rate_hike) on 2021-06-01, gold moved -7.362445% over 20 trading days (DOWN)."
INTEREST_RATE_GOLD_2021-07-01,interest_rate_gold_v1,INTEREST_RATE,2021-07-01,2021-07-01,first_gold_session_on_or_after_event_date,1775.900024,0.1,0.08,0.02,rate_hike,1782.599976,0.377271,UP,1810.0,1.920152,UP,1812.599976,2.066555,UP,20,"After rates moved to 0.1% (rate_hike) on 2021-07-01, gold moved 2.066555% over 20 trading days (UP)."
INTEREST_RATE_GOLD_2021-08-01,interest_rate_gold_v1,INTEREST_RATE,2021-08-01,2021-08-02,first_gold_session_on_or_after_event_date,1818.099976,0.09,0.1,-0.01,rate_cut,1810.099976,-0.44002,DOWN,1723.400024,-5.208732,DOWN,1809.0,-0.500521,DOWN,5,"After rates moved to 0.09% (rate_cut) on 2021-08-01, gold moved -5.208732% over 5 trading days (DOWN)."
INTEREST_RATE_GOLD_2021-09-01,interest_rate_gold_v1,INTEREST_RATE,2021-09-01,2021-09-01,first_gold_session_on_or_after_event_date,1813.099976,0.08,0.09,-0.01,rate_cut,1808.699951,-0.24268,DOWN,1797.400024,-0.865918,DOWN,1755.300049,-3.187906,DOWN,20,"After rates moved to 0.08% (rate_cut) on 2021-09-01, gold moved -3.187906% over 20 trading days (DOWN)."
INTEREST_RATE_GOLD_2021-10-01,interest_rate_gold_v1,INTEREST_RATE,2021-10-01,2021-10-01,first_gold_session_on_or_after_event_date,1757.0,0.08,0.08,0.0,rate_hold,1766.199951,0.523617,UP,1756.300049,-0.039838,FLAT,1783.0,1.479795,UP,20,"After rates moved to 0.08% (rate_hold) on 2021-10-01, gold moved 1.479795% over 20 trading days (UP)."
INTEREST_RATE_GOLD_2021-11-01,interest_rate_gold_v1,INTEREST_RATE,2021-11-01,2021-11-01,first_gold_session_on_or_after_event_date,1795.099976,0.08,0.08,0.0,rate_hold,1788.699951,-0.356527,DOWN,1827.400024,1.799345,UP,1773.599976,-1.197705,DOWN,5,"After rates moved to 0.08% (rate_hold) on 2021-11-01, gold moved 1.799345% over 5 trading days (UP)."
INTEREST_RATE_GOLD_2021-12-01,interest_rate_gold_v1,INTEREST_RATE,2021-12-01,2021-12-01,first_gold_session_on_or_after_event_date,1781.599976,0.08,0.08,0.0,rate_hold,1760.699951,-1.173104,DOWN,1783.400024,0.101036,UP,1812.699951,1.745621,UP,20,"After rates moved to 0.08% (rate_hold) on 2021-12-01, gold moved 1.745621% over 20 trading days (UP)."
INTEREST_RATE_GOLD_2022-01-01,interest_rate_gold_v1,INTEREST_RATE,2022-01-01,2022-01-03,first_gold_session_on_or_after_event_date,1799.400024,0.08,0.08,0.0,rate_hold,1814.0,0.81138,UP,1798.400024,-0.055574,FLAT,1800.300049,0.050018,FLAT,1,"After rates moved to 0.08% (rate_hold) on 2022-01-01, gold moved 0.81138% over 1 trading days (UP)."
INTEREST_RATE_GOLD_2022-02-01,interest_rate_gold_v1,INTEREST_RATE,2022-02-01,2022-02-01,first_gold_session_on_or_after_event_date,1800.300049,0.08,0.08,0.0,rate_hold,1809.199951,0.494357,UP,1826.599976,1.460864,UP,1920.900024,6.698882,UP,20,"After rates moved to 0.08% (rate_hold) on 2022-02-01, gold moved 6.698882% over 20 trading days (UP)."
INTEREST_RATE_GOLD_2022-03-01,interest_rate_gold_v1,INTEREST_RATE,2022-03-01,2022-03-01,first_gold_session_on_or_after_event_date,1942.400024,0.2,0.08,0.12,rate_hike,1920.900024,-1.106878,DOWN,2040.099976,5.029857,UP,1912.0,-1.565075,DOWN,5,"After rates moved to 0.2% (rate_hike) on 2022-03-01, gold moved 5.029857% over 5 trading days (UP)."
INTEREST_RATE_GOLD_2022-04-01,interest_rate_gold_v1,INTEREST_RATE,2022-04-01,2022-04-01,first_gold_session_on_or_after_event_date,1919.099976,0.33,0.2,0.13,rate_hike,1929.199951,0.526287,UP,1941.599976,1.172425,UP,1861.800049,-2.985771,DOWN,20,"After rates moved to 0.33% (rate_hike) on 2022-04-01, gold moved -2.985771% over 20 trading days (DOWN)."
INTEREST_RATE_GOLD_2022-05-01,interest_rate_gold_v1,INTEREST_RATE,2022-05-01,2022-05-02,first_gold_session_on_or_after_event_date,1861.800049,0.77,0.33,0.44,rate_hike,1868.800049,0.37598,UP,1857.099976,-0.252448,DOWN,1842.699951,-1.025894,DOWN,20,"After rates moved to 0.77% (rate_hike) on 2022-05-01, gold moved -1.025894% over 20 trading days (DOWN)."
INTEREST_RATE_GOLD_2022-06-01,interest_rate_gold_v1,INTEREST_RATE,2022-06-01,2022-06-01,first_gold_session_on_or_after_event_date,1843.300049,1.21,0.77,0.44,rate_hike,1866.5,1.25861,UP,1851.900024,0.466553,UP,1804.099976,-2.126625,DOWN,20,"After rates moved to 1.21% (rate_hike) on 2022-06-01, gold moved -2.126625% over 20 trading days (DOWN)."
INTEREST_RATE_GOLD_2022-07-01,interest_rate_gold_v1,INTEREST_RATE,2022-07-01,2022-07-01,first_gold_session_on_or_after_event_date,1798.900024,1.68,1.21,0.47,rate_hike,1761.800049,-2.06237,DOWN,1730.0,-3.83012,DOWN,1769.0,-1.662128,DOWN,5,"After rates moved to 1.68% (rate_hike) on 2022-07-01, gold moved -3.83012% over 5 trading days (DOWN)."
INTEREST_RATE_GOLD_2022-08-01,interest_rate_gold_v1,INTEREST_RATE,2022-08-01,2022-08-01,first_gold_session_on_or_after_event_date,1769.0,2.33,1.68,0.65,rate_hike,1771.099976,0.11871,UP,1786.800049,1.006221,UP,1736.599976,-1.831545,DOWN,20,"After rates moved to 2.33% (rate_hike) on 2022-08-01, gold moved -1.831545% over 20 trading days (DOWN)."
INTEREST_RATE_GOLD_2022-09-01,interest_rate_gold_v1,INTEREST_RATE,2022-09-01,2022-09-01,first_gold_session_on_or_after_event_date,1696.599976,2.56,2.33,0.23,rate_hike,1709.800049,0.778031,UP,1716.199951,1.15525,UP,1662.400024,-2.015793,DOWN,20,"After rates moved to 2.56% (rate_hike) on 2022-09-01, gold moved -2.015793% over 20 trading days (DOWN)."
INTEREST_RATE_GOLD_2022-10-01,interest_rate_gold_v1,INTEREST_RATE,2022-10-01,2022-10-03,first_gold_session_on_or_after_event_date,1692.900024,3.08,2.56,0.52,rate_hike,1721.099976,1.665778,UP,1667.300049,-1.512197,DOWN,1635.900024,-3.367003,DOWN,20,"After rates moved to 3.08% (rate_hike) on 2022-10-01, gold moved -3.367003% over 20 trading days (DOWN)."
INTEREST_RATE_GOLD_2022-11-01,interest_rate_gold_v1,INTEREST_RATE,2022-11-01,2022-11-01,first_gold_session_on_or_after_event_date,1645.0,3.78,3.08,0.7,rate_hike,1645.699951,0.04255,FLAT,1712.099976,4.079026,UP,1746.0,6.139818,UP,20,"After rates moved to 3.78% (rate_hike) on 2022-11-01, gold moved 6.139818% over 20 trading days (UP)."
INTEREST_RATE_GOLD_2022-12-01,interest_rate_gold_v1,INTEREST_RATE,2022-12-01,2022-12-01,first_gold_session_on_or_after_event_date,1801.099976,4.1,3.78,0.32,rate_hike,1795.900024,-0.28871,DOWN,1788.699951,-0.68847,DOWN,1819.699951,1.032701,UP,20,"After rates moved to 4.1% (rate_hike) on 2022-12-01, gold moved 1.032701% over 20 trading days (UP)."
INTEREST_RATE_GOLD_2023-01-01,interest_rate_gold_v1,INTEREST_RATE,2023-01-01,2023-01-03,first_gold_session_on_or_after_event_date,1839.699951,4.33,4.1,0.23,rate_hike,1852.800049,0.712078,UP,1871.599976,1.73398,UP,1927.800049,4.78883,UP,20,"After rates moved to 4.33% (rate_hike) on 2023-01-01, gold moved 4.78883% over 20 trading days (UP)."
INTEREST_RATE_GOLD_2023-02-01,interest_rate_gold_v1,INTEREST_RATE,2023-02-01,2023-02-01,first_gold_session_on_or_after_event_date,1927.800049,4.57,4.33,0.24,rate_hike,1916.300049,-0.596535,DOWN,1877.400024,-2.61438,DOWN,1833.5,-4.891589,DOWN,20,"After rates moved to 4.57% (rate_hike) on 2023-02-01, gold moved -4.891589% over 20 trading days (DOWN)."
INTEREST_RATE_GOLD_2023-03-01,interest_rate_gold_v1,INTEREST_RATE,2023-03-01,2023-03-01,first_gold_session_on_or_after_event_date,1837.699951,4.65,4.57,0.08,rate_hike,1833.5,-0.228544,DOWN,1812.699951,-1.360396,DOWN,1966.099976,6.986996,UP,20,"After rates moved to 4.65% (rate_hike) on 2023-03-01, gold moved 6.986996% over 20 trading days (UP)."
INTEREST_RATE_GOLD_2023-04-01,interest_rate_gold_v1,INTEREST_RATE,2023-04-01,2023-04-03,first_gold_session_on_or_after_event_date,1983.900024,4.83,4.65,0.18,rate_hike,2022.199951,1.930537,UP,2004.800049,1.053482,UP,2014.300049,1.532337,UP,1,"After rates moved to 4.83% (rate_hike) on 2023-04-01, gold moved 1.930537% over 1 trading days (UP)."
INTEREST_RATE_GOLD_2023-05-01,interest_rate_gold_v1,INTEREST_RATE,2023-05-01,2023-05-01,first_gold_session_on_or_after_event_date,1983.400024,5.06,4.83,0.23,rate_hike,2014.300049,1.557932,UP,2026.300049,2.162954,UP,1958.0,-1.28063,DOWN,5,"After rates moved to 5.06% (rate_hike) on 2023-05-01, gold moved 2.162954% over 5 trading days (UP)."
INTEREST_RATE_GOLD_2023-06-01,interest_rate_gold_v1,INTEREST_RATE,2023-06-01,2023-06-01,first_gold_session_on_or_after_event_date,1978.0,5.08,5.06,0.02,rate_hike,1952.400024,-1.294235,DOWN,1963.599976,-0.728009,DOWN,1921.099976,-2.876644,DOWN,20,"After rates moved to 5.08% (rate_hike) on 2023-06-01, gold moved -2.876644% over 20 trading days (DOWN)."
INTEREST_RATE_GOLD_2023-07-01,interest_rate_gold_v1,INTEREST_RATE,2023-07-01,2023-07-03,first_gold_session_on_or_after_event_date,1921.699951,5.12,5.08,0.04,rate_hike,1919.599976,-0.109277,DOWN,1931.300049,0.499563,UP,1940.699951,0.988708,UP,20,"After rates moved to 5.12% (rate_hike) on 2023-07-01, gold moved 0.988708% over 20 trading days (UP)."
INTEREST_RATE_GOLD_2023-08-01,interest_rate_gold_v1,INTEREST_RATE,2023-08-01,2023-08-01,first_gold_session_on_or_after_event_date,1940.699951,5.33,5.12,0.21,rate_hike,1937.400024,-0.170038,DOWN,1924.099976,-0.85536,DOWN,1936.5,-0.216414,DOWN,5,"After rates moved to 5.33% (rate_hike) on 2023-08-01, gold moved -0.85536% over 5 trading days (DOWN)."
INTEREST_RATE_GOLD_2023-09-01,interest_rate_gold_v1,INTEREST_RATE,2023-09-01,2023-09-01,first_gold_session_on_or_after_event_date,1939.800049,5.33,5.33,0.0,rate_hold,1926.199951,-0.701108,DOWN,1923.300049,-0.850603,DOWN,1830.0,-5.66038,DOWN,20,"After rates moved to 5.33% (rate_hold) on 2023-09-01, gold moved -5.66038% over 20 trading days (DOWN)."
INTEREST_RATE_GOLD_2023-10-01,interest_rate_gold_v1,INTEREST_RATE,2023-10-01,2023-10-02,first_gold_session_on_or_after_event_date,1830.0,5.33,5.33,0.0,rate_hold,1824.599976,-0.295083,DOWN,1849.5,1.065574,UP,1996.199951,9.081965,UP,20,"After rates moved to 5.33% (rate_hold) on 2023-10-01, gold moved 9.081965% over 20 trading days (UP)."
INTEREST_RATE_GOLD_2023-11-01,interest_rate_gold_v1,INTEREST_RATE,2023-11-01,2023-11-01,first_gold_session_on_or_after_event_date,1978.800049,5.33,5.33,0.0,rate_hold,1985.599976,0.343639,UP,1951.5,-1.379626,DOWN,2038.099976,2.996762,UP,20,"After rates moved to 5.33% (rate_hold) on 2023-11-01, gold moved 2.996762% over 20 trading days (UP)."
INTEREST_RATE_GOLD_2023-12-01,interest_rate_gold_v1,INTEREST_RATE,2023-12-01,2023-12-01,first_gold_session_on_or_after_event_date,2071.0,5.33,5.33,0.0,rate_hold,2024.099976,-2.264608,DOWN,1998.300049,-3.510379,DOWN,2064.399902,-0.318691,DOWN,5,"After rates moved to 5.33% (rate_hold) on 2023-12-01, gold moved -3.510379% over 5 trading days (DOWN)."
